"","year","month","r_f","r_mkt","r_me","r_ia","r_roe","r_eg"
"615",2018,3,0.0261,-1.8695,2.8151,-0.1073,0.1924,0.4606
"616",2018,4,0.1433,0.3336,0.2795,1.5935,-0.0284,-0.6367
"617",2018,5,0.1401,2.4768,4.8832,-1.0828,-1.8755,2.3931
"618",2018,6,0.1408,0.3927,0.6138,-0.409,1.4412,0.1827
"619",2018,7,0.1558,3.0045,-1.3208,0.4854,1.9596,1.4113
"620",2018,8,0.1575,2.8646,1.4262,-2.331,0.3653,4.6197
"621",2018,9,0.149,-0.1044,-3.1119,1.4117,0.5948,0.7674
"622",2018,10,0.189,-7.5922,-4.77,4.1298,1.2871,-0.5494
"623",2018,11,0.1795,1.674,-0.6804,-0.9417,0.97,2.908
"624",2018,12,0.193,-9.1737,-3.0503,-0.8273,1.3549,2.7543
"625",2019,1,0.192,8.6356,2.0427,-1.0012,-3.9832,-7.056
"626",2019,2,0.1809,3.0907,1.1534,-2.567,0.5759,1.2837
"627",2019,3,0.1935,1.1043,-3.3272,-0.5068,-0.0365,0.687
"628",2019,4,0.2125,3.5757,-0.2216,-2.5239,2.0847,1.1669
"629",2019,5,0.1983,-6.3636,-1.9477,1.5123,0.6852,0.1557
"630",2019,6,0.1853,6.5418,-0.5105,-0.256,-0.1243,-0.233
"631",2019,7,0.1783,1.0099,-1.6312,0.1712,0.5053,1.128
"632",2019,8,0.1908,-2.2179,-4.2469,-0.9351,1.7673,1.6305
"633",2019,9,0.1787,1.4237,1.3935,3.0078,1.6828,-2.0098
"634",2019,10,0.1531,1.7734,0.8401,-0.5515,0.6286,1.717
"635",2019,11,0.1197,3.3774,-0.0261,-1.0127,-1.1667,-0.3332
"636",2019,12,0.1431,2.7017,1.2822,1.836,-1.32,-0.7981
