"","date","r_f","r_mkt","r_me","r_ia","r_roe","r_eg"
"11553",2012-11-23,4e-04,1.2718,-0.1678,0.0042,0.0929,0.194
"11554",2012-11-26,4e-04,-0.1654,0.3995,-0.2068,-0.1275,0.2323
"11555",2012-11-27,4e-04,-0.4436,0.3676,-5e-04,-0.1065,-0.0724
"11556",2012-11-28,4e-04,0.7488,0.0245,-0.2476,0.0731,0.1986
"11557",2012-11-29,4e-04,0.5424,0.639,-0.1344,-0.396,-0.1863
"11558",2012-11-30,4e-04,0.0257,-0.2897,0.309,-0.1827,-0.1681
"11559",2012-12-03,5e-04,-0.4227,0.2316,0.0304,0.1658,-0.0142
"11560",2012-12-04,5e-04,-0.1282,0.3794,-0.0581,-0.0384,-0.2139
"11561",2012-12-05,5e-04,0.1755,-0.6321,0.0577,-0.888,-0.4468
"11562",2012-12-06,5e-04,0.2836,-0.1851,-0.1319,0.2017,0.2133
"11563",2012-12-07,5e-04,0.2525,-0.203,0.2991,-0.1556,-0.4858
"11564",2012-12-10,5e-04,0.1527,0.3544,0.0393,-0.3871,-0.1866
"11565",2012-12-11,5e-04,0.6149,0.3506,-0.3388,-0.4474,0.2596
"11566",2012-12-12,5e-04,0.0247,-0.5728,0.0902,-0.3362,-0.1606
"11567",2012-12-13,5e-04,-0.588,0.0443,0.2815,0.0381,0.0715
"11568",2012-12-14,5e-04,-0.3112,0.3279,0.2821,-0.3479,-0.4122
"11569",2012-12-17,5e-04,1.0177,0.3327,-0.2407,0.0783,-0.2159
"11570",2012-12-18,5e-04,1.1109,0.4875,-0.789,-0.3413,-0.1478
"11571",2012-12-19,5e-04,-0.4652,0.5606,-0.2993,0.0316,-0.1108
"11572",2012-12-20,5e-04,0.4883,-0.01,-0.0108,-0.069,-0.2978
"11573",2012-12-21,5e-04,-0.8501,0.3317,-0.1049,-0.0429,0.0743
"11574",2012-12-24,5e-04,-0.221,-0.0908,0.1269,0.2936,-0.0771
"11575",2012-12-26,5e-04,-0.497,-0.0852,0.0091,-0.1456,-0.2388
"11576",2012-12-27,5e-04,-0.0682,-0.0724,0.1008,0.3112,0.1135
"11577",2012-12-28,5e-04,-0.9288,0.5021,0.0603,0.2154,-0.0184
"11578",2012-12-31,5e-04,1.6429,0.3922,-0.2589,-0.1455,-0.2767
"11579",2013-01-02,1e-04,2.5005,0.1517,-0.0308,-0.3741,-0.1504
"11580",2013-01-03,1e-04,-0.1907,0.0067,0.2783,-0.214,-0.2377
"11581",2013-01-04,1e-04,0.5627,0.271,0.0697,-0.5138,-0.5784
"11582",2013-01-07,1e-04,-0.2556,-0.2327,-0.0808,-0.2908,0.0087
"11583",2013-01-08,1e-04,-0.2217,0.0542,0.2458,0.2567,0.2347
"11584",2013-01-09,1e-04,0.3402,0.2106,0.0414,-0.0434,-0.2451
"11585",2013-01-10,1e-04,0.6803,-0.4145,-0.0024,-0.0604,-0.0077
"11586",2013-01-11,1e-04,0.0246,-0.0057,0.0134,0.018,0.0702
"11587",2013-01-14,1e-04,-0.0351,-0.1367,0.1767,-0.1427,-0.0057
"11588",2013-01-15,1e-04,0.1961,0.3325,-0.07,0.0283,-0.2787
"11589",2013-01-16,1e-04,-0.0732,-0.2116,-0.0818,0.1421,0.3199
"11590",2013-01-17,1e-04,0.5929,0.2931,0.1781,0.026,-0.2164
"11591",2013-01-18,1e-04,0.2936,-0.0446,0.3104,-0.1472,-0.1326
"11592",2013-01-22,1e-04,0.5187,0.2358,0.0372,-0.2811,-0.3533
"11593",2013-01-23,1e-04,0.0281,-0.2232,-0.0683,0.2263,0.1725
"11594",2013-01-24,1e-04,0.0646,0.3581,0.2819,-0.2063,-0.1263
"11595",2013-01-25,1e-04,0.5248,-0.1846,-0.2925,-0.4297,0.078
"11596",2013-01-28,1e-04,-0.1322,0.373,0.1686,0.1619,-0.023
"11597",2013-01-29,1e-04,0.3622,-0.2841,0.3101,0.1718,-0.4257
"11598",2013-01-30,1e-04,-0.3874,-1.0082,-0.1088,-0.1089,0.3407
"11599",2013-01-31,1e-04,-0.0789,0.6762,0.0639,-0.2176,-0.033
"11600",2013-02-01,3e-04,0.9285,0.1289,-0.1986,-0.1763,0.0881
"11601",2013-02-04,3e-04,-1.1044,-0.2425,-0.1088,-0.3442,-0.0805
"11602",2013-02-05,3e-04,0.9263,0.0892,-0.2284,0.041,-0.148
"11603",2013-02-06,3e-04,0.1303,0.3149,-0.0932,-0.1659,-0.1958
"11604",2013-02-07,3e-04,-0.2116,-0.1433,0.0301,0.0925,0.0465
"11605",2013-02-08,3e-04,0.5391,0.0153,-0.4464,0.0889,0.044
"11606",2013-02-11,3e-04,-0.1004,0.055,0.2781,0.1169,0.0051
"11607",2013-02-12,3e-04,0.2183,0.3745,0.3576,-0.273,-0.2497
"11608",2013-02-13,3e-04,0.1386,0.0458,0.0984,0.1573,-0.0374
"11609",2013-02-14,3e-04,0.0842,0.5829,0.0072,0.1753,-0.2265
"11610",2013-02-15,3e-04,-0.2006,-0.0186,0.3698,0.3062,0.0643
"11611",2013-02-19,3e-04,0.694,0.2901,0.2406,-0.0477,0.1603
"11612",2013-02-20,3e-04,-1.3324,-0.8568,0.2124,0.1852,0.898
"11613",2013-02-21,3e-04,-0.7042,-0.4668,0.4716,0.0259,0.1395
"11614",2013-02-22,3e-04,0.868,0.2286,-0.115,-0.3087,-0.1488
"11615",2013-02-25,3e-04,-1.7156,-0.5626,-0.1301,0.2189,0.5052
"11616",2013-02-26,3e-04,0.5659,-0.2232,0.1538,0.1465,-0.2728
"11617",2013-02-27,3e-04,1.227,-0.1526,-0.0306,-0.1264,-0.4011
"11618",2013-02-28,3e-04,-0.064,-0.0322,-0.1414,-0.0336,0.1993
"11619",2013-03-01,2e-04,0.1767,0.1457,-0.0239,0.2842,0.0418
"11620",2013-03-04,2e-04,0.3657,-0.3257,0.5422,0.2346,-0.1264
"11621",2013-03-05,2e-04,0.9191,0.1797,-0.0244,0.0347,-0.069
"11622",2013-03-06,2e-04,0.167,0.322,-0.1636,-0.1931,-0.2776
"11623",2013-03-07,2e-04,0.2326,0.301,-0.0815,-0.4452,-0.1195
"11624",2013-03-08,2e-04,0.4896,0.425,0.0747,-0.1457,-0.4731
"11625",2013-03-11,2e-04,0.2692,-0.1485,0.0504,0.0267,-0.2589
"11626",2013-03-12,2e-04,-0.1937,-0.125,-0.0177,-0.2207,0.0112
"11627",2013-03-13,2e-04,0.079,0.2623,0.3012,0.1126,-0.1582
"11628",2013-03-14,2e-04,0.595,0.5233,-0.0802,-0.1251,-0.1172
"11629",2013-03-15,2e-04,-0.1524,0.2134,-0.1303,0.1049,-0.1774
"11630",2013-03-18,2e-04,-0.5329,0.0646,0.1107,0.2637,0.0996
"11631",2013-03-19,2e-04,-0.2906,-0.0702,0.4807,0.1679,0.1338
"11632",2013-03-20,2e-04,0.724,0.3302,0.2833,0.31,-0.1723
"11633",2013-03-21,2e-04,-0.7565,-0.0653,0.1067,-0.1327,0.0182
"11634",2013-03-22,2e-04,0.5843,-0.517,-0.0495,0.0193,0.2477
"11635",2013-03-25,2e-04,-0.3081,0.2517,0.0084,0.0756,-0.0698
"11636",2013-03-26,2e-04,0.7291,-0.3944,-0.0075,0.0872,0.0403
"11637",2013-03-27,2e-04,-0.0123,0.0203,-0.1151,0.0022,0.0835
"11638",2013-03-28,2e-04,0.4038,-0.3533,-0.0101,-0.0089,0.2309
"11639",2013-04-01,2e-04,-0.5377,-0.9878,0.2236,-0.0221,0.2804
"11640",2013-04-02,2e-04,0.2713,-0.8807,0.1347,0.3267,0.57
"11641",2013-04-03,2e-04,-1.1858,-0.6818,0.0546,-0.024,0.4649
"11642",2013-04-04,2e-04,0.3815,0.2026,0.2657,-0.1677,0.0021
"11643",2013-04-05,2e-04,-0.3522,-0.032,0.0309,-0.4256,-0.4635
"11644",2013-04-08,2e-04,0.6632,0.1621,-0.0509,-0.0635,-0.6495
"11645",2013-04-09,2e-04,0.3709,-0.3569,-0.3662,-0.0826,-0.1533
"11646",2013-04-10,2e-04,1.1617,0.7035,-0.0677,-0.1505,0.2843
"11647",2013-04-11,2e-04,0.3196,-0.2119,0.429,-0.1177,-0.2119
"11648",2013-04-12,2e-04,-0.3773,-0.236,0.1436,0.3537,0.1642
"11649",2013-04-15,2e-04,-2.5583,-1.5939,-0.1188,0.2601,1.1799
"11650",2013-04-16,2e-04,1.4667,0.2971,-0.0415,0.1499,-0.1167
"11651",2013-04-17,2e-04,-1.4677,-0.536,0.4179,0.0623,0.071
"11652",2013-04-18,2e-04,-0.5716,-0.0871,0.0918,-0.4185,-0.1873
"11653",2013-04-19,2e-04,0.936,0.1199,0.1642,0.007,-0.4533
"11654",2013-04-22,2e-04,0.4273,-0.1658,-0.1453,0.1391,0.1711
"11655",2013-04-23,2e-04,1.0145,0.7283,-0.0664,-0.305,-0.2951
"11656",2013-04-24,2e-04,0.2183,0.7958,-0.4856,0.137,-1.0137
"11657",2013-04-25,2e-04,0.4946,0.1259,-0.1673,-0.5171,-0.2635
"11658",2013-04-26,2e-04,-0.2475,-0.4014,0.2748,0.129,-0.1802
"11659",2013-04-29,2e-04,0.7369,-0.013,-0.4752,-0.1172,0.2719
"11660",2013-04-30,2e-04,0.4087,0.3371,-0.1245,-0.1442,0.231
"11661",2013-05-01,1e-04,-1.0621,-1.5609,0.0027,0.4042,0.2376
"11662",2013-05-02,1e-04,0.9486,0.6403,-0.1534,-0.1423,-0.298
"11663",2013-05-03,1e-04,1.0386,0.6727,-0.3178,-0.4009,-0.5339
"11664",2013-05-06,1e-04,0.2554,0.5052,-0.0791,0.0864,-0.2252
"11665",2013-05-07,1e-04,0.5139,0.0583,0.0599,0.1396,-0.0314
"11666",2013-05-08,1e-04,0.5018,-0.2089,-0.2578,-0.2146,0.0939
"11667",2013-05-09,1e-04,-0.3688,0.0577,-0.0509,0.1428,-0.0861
"11668",2013-05-10,1e-04,0.4661,0.4143,-0.1418,-0.2449,-0.1028
"11669",2013-05-13,1e-04,-0.0632,-0.1063,0.1412,0.0586,-0.0303
"11670",2013-05-14,1e-04,0.9348,0.383,0.143,-0.0154,-0.0267
"11671",2013-05-15,1e-04,0.3951,-0.0827,0.3372,-0.0164,-0.0775
"11672",2013-05-16,1e-04,-0.4599,0.151,-0.3454,0.0862,0.18
"11673",2013-05-17,1e-04,0.94,0.2673,-0.2739,-0.1166,-0.3343
"11674",2013-05-20,1e-04,0.0624,0.446,-0.2814,-0.1681,-0.1549
"11675",2013-05-21,1e-04,0.161,-0.0624,0.1225,0.0021,0.1348
"11676",2013-05-22,1e-04,-0.9643,-0.5686,0.3364,0.4158,-0.0579
"11677",2013-05-23,1e-04,-0.2436,0.4187,0.1306,-0.1199,-0.0892
"11678",2013-05-24,1e-04,-0.1022,0.3046,0.15,0.2103,0.0489
"11679",2013-05-28,1e-04,0.6294,0.8995,-0.2209,-0.0326,-0.2578
"11680",2013-05-29,1e-04,-0.6973,-0.0257,-0.5915,-0.094,0.0265
"11681",2013-05-30,1e-04,0.4204,0.521,-0.1593,-0.3532,0.0836
"11682",2013-05-31,1e-04,-1.357,0.3458,-0.1639,-0.0578,0.0473
"11683",2013-06-03,1e-04,0.4654,0.1141,-0.0113,0.1791,-0.3468
"11684",2013-06-04,1e-04,-0.5565,-0.2592,0.1605,0.2205,0.3241
"11685",2013-06-05,1e-04,-1.3407,-0.0572,-0.1213,-0.0261,0.4092
"11686",2013-06-06,1e-04,0.898,0.1916,0.3369,-0.1247,-0.2472
"11687",2013-06-07,1e-04,1.1376,-0.3655,-0.1284,0.005,-0.1094
"11688",2013-06-10,1e-04,0.0191,0.665,-0.1598,-0.2642,0.094
"11689",2013-06-11,1e-04,-1.0883,-0.1187,0.3732,0.2552,0.1488
"11690",2013-06-12,1e-04,-0.8129,0.1435,0.2042,0.4944,0.234
"11691",2013-06-13,1e-04,1.5052,0.1521,0.2804,-0.2152,-0.1188
"11692",2013-06-14,1e-04,-0.5378,-0.4432,0.2733,-0.0403,0.0855
"11693",2013-06-17,1e-04,0.7181,-0.0279,-0.4385,-0.0466,-0.1805
"11694",2013-06-18,1e-04,0.7361,0.3938,0.0131,-0.1018,-0.237
"11695",2013-06-19,1e-04,-1.3413,0.247,-0.359,-0.041,0.3085
"11696",2013-06-20,1e-04,-2.5754,0.0277,-0.1373,0.019,0.5995
"11697",2013-06-21,1e-04,0.1448,-0.0503,0.1359,-0.2612,-0.105
"11698",2013-06-24,1e-04,-1.2325,-0.1692,0.1594,0.2486,0.2732
"11699",2013-06-25,1e-04,1.0331,-0.0044,-0.0396,-0.1982,-0.317
"11700",2013-06-26,1e-04,0.8923,-0.7636,0.2124,-0.1044,-0.1356
"11701",2013-06-27,1e-04,0.8116,0.8637,0.1183,-0.2254,-0.4568
"11702",2013-06-28,1e-04,-0.28,0.2539,-0.1537,0.0544,0.2889
"11703",2013-07-01,0,0.6726,0.6954,0.0956,-0.2563,-0.3889
"11704",2013-07-02,0,-0.1399,-0.0914,-0.0695,0.0118,0.2975
"11705",2013-07-03,0,0.0415,0.113,-0.0583,0.2281,0.1769
"11706",2013-07-05,0,0.9023,0.5127,0.0422,-0.0644,0.0396
"11707",2013-07-08,0,0.5169,0.0032,0.0507,0.2323,0.1193
"11708",2013-07-09,0,0.7721,0.1351,0.0142,0.2004,-0.3685
"11709",2013-07-10,0,0.0646,0.1905,-0.0798,-0.2549,0.1857
"11710",2013-07-11,0,1.4627,-0.1254,-0.1481,-0.1569,-0.1991
"11711",2013-07-12,0,0.2476,0.0015,-0.0918,-0.3517,0.1923
"11712",2013-07-15,0,0.2321,0.454,0.1466,-0.3948,-0.0825
"11713",2013-07-16,0,-0.3777,0.0318,0.1963,0.1654,0.3855
"11714",2013-07-17,0,0.2995,-0.0471,-0.0667,-0.3543,-0.3801
"11715",2013-07-18,0,0.5452,0.223,0.3306,0.0626,-0.6394
"11716",2013-07-19,0,0.1478,-0.2945,0.2323,-0.3592,-0.7084
"11717",2013-07-22,0,0.2799,0.2812,0.1522,0.0952,-0.1613
"11718",2013-07-23,0,-0.1169,0.0738,0.2652,0.0026,-0.2498
"11719",2013-07-24,0,-0.4917,-0.3382,-0.0111,0.7068,0.6351
"11720",2013-07-25,0,0.3965,0.6521,-0.1126,-0.318,0.1471
"11721",2013-07-26,0,0.0144,-0.7311,-0.1629,-0.0761,-0.1426
"11722",2013-07-29,0,-0.3741,-0.1916,-0.1189,0.3817,0.1525
"11723",2013-07-30,0,0.0411,0.1345,0.0396,-0.0404,-0.0708
"11724",2013-07-31,0,0.0197,0.3194,0.0044,0.0665,-0.0555
"11725",2013-08-01,0,1.2252,0.2153,-0.0184,0.0853,-0.0327
"11726",2013-08-02,0,0.1333,-0.2671,-0.0281,0.1736,-0.288
"11727",2013-08-05,0,-0.0733,0.561,0.0321,0.0381,0.1801
"11728",2013-08-06,0,-0.6572,-0.4083,-0.0915,0.1512,0.3077
"11729",2013-08-07,0,-0.4529,-0.3674,0.0912,0.3455,0.4694
"11730",2013-08-08,0,0.5442,-0.1471,0.1392,-0.093,-0.3732
"11731",2013-08-09,0,-0.192,-0.0502,-0.0966,-0.3136,-0.0572
"11732",2013-08-12,0,-0.0143,0.5862,-0.0351,0.1551,0.094
"11733",2013-08-13,0,0.1507,-0.1365,3e-04,0.2448,0.3109
"11734",2013-08-14,0,-0.4087,0.151,0.0348,-0.1649,-0.0308
"11735",2013-08-15,0,-1.2966,-0.4332,-0.2062,-0.0836,-0.3889
"11736",2013-08-16,0,-0.2934,0.1519,-0.0047,0.2753,-0.079
"11737",2013-08-19,0,-0.7099,-0.2278,-0.2368,0.4701,0.5014
"11738",2013-08-20,0,0.5674,0.7977,0.1143,-0.3102,-0.3991
"11739",2013-08-21,0,-0.6161,-0.0752,-0.3054,0.042,0.1058
"11740",2013-08-22,0,0.9122,0.5232,-0.3132,-0.2385,-0.4904
"11741",2013-08-23,0,0.4365,-0.2673,-0.1172,-0.1493,0.2397
"11742",2013-08-26,0,-0.2843,0.4102,-0.1381,-0.1928,-0.2205
"11743",2013-08-27,0,-1.6305,-0.8775,-0.0025,0.1553,0.2694
"11744",2013-08-28,0,0.2621,0.1331,-0.122,0.0991,0.2698
"11745",2013-08-29,0,0.3212,0.7952,-0.2943,-0.0086,-0.2655
"11746",2013-08-30,0,-0.4824,-1.2123,-0.2331,-0.1563,0.0227
"11747",2013-09-03,0,0.4523,0.2164,-0.146,0.0192,-0.2485
"11748",2013-09-04,0,0.7605,0.0681,0.0207,-0.1027,0.1511
"11749",2013-09-05,0,0.1821,0.1842,-0.1147,-0.2269,-0.0717
"11750",2013-09-06,0,0.1049,-0.1755,-0.0667,-0.4558,-0.1915
"11751",2013-09-09,0,1.0849,0.5384,0.0868,-0.1379,-0.0973
"11752",2013-09-10,0,0.7208,0.1357,0.1606,0.1013,-0.2037
"11753",2013-09-11,0,0.2747,-0.1007,0.1517,0.048,-0.2452
"11754",2013-09-12,0,-0.4006,-0.343,-0.1606,0.117,0.2298
"11755",2013-09-13,0,0.2666,0.2311,0.2544,0.0627,0.1781
"11756",2013-09-16,0,0.5143,-0.2424,0.3545,0.1967,-0.2961
"11757",2013-09-17,0,0.4983,0.2756,-0.1488,-0.3763,-0.3018
"11758",2013-09-18,0,1.2547,-0.479,-0.2991,-0.3238,-0.2245
"11759",2013-09-19,0,-0.1142,0.039,-0.1716,0.0261,-0.0757
"11760",2013-09-20,0,-0.7309,0.5803,-0.135,0.0158,0.4812
"11761",2013-09-23,0,-0.4158,0.2113,-0.1614,0.0403,0.195
"11762",2013-09-24,0,-0.1218,0.3462,0.0791,0.0319,-0.314
"11763",2013-09-25,0,-0.1672,0.221,0.008,-0.1392,-0.2226
"11764",2013-09-26,0,0.396,0.1456,-0.3295,0.086,-0.0446
"11765",2013-09-27,0,-0.3604,0.0849,-0.0637,0.1472,0.2769
"11766",2013-09-30,0,-0.4868,0.3958,-0.0088,-0.088,0.0456
"11767",2013-10-01,1e-04,0.8713,0.2957,-0.2899,-0.1953,-0.0918
"11768",2013-10-02,1e-04,-0.0695,-0.2881,-0.0416,-0.2904,-0.1
"11769",2013-10-03,1e-04,-0.8624,-0.056,0.2881,0.1864,0.1727
"11770",2013-10-04,1e-04,0.6732,0.0437,-0.1141,-0.1197,-0.0329
"11771",2013-10-07,1e-04,-0.8477,-0.4101,0.1733,-0.1077,-0.0051
"11772",2013-10-08,1e-04,-1.3084,-0.487,0.495,0.1023,0.3079
"11773",2013-10-09,1e-04,-0.0458,-0.258,0.4064,0.6434,0.4145
"11774",2013-10-10,1e-04,2.0986,0.4078,-0.1828,0.1901,-0.4266
"11775",2013-10-11,1e-04,0.6889,0.6997,-0.1824,0.4045,-0.0259
"11776",2013-10-14,1e-04,0.4083,0.2824,-0.0562,0.1355,0.2286
"11777",2013-10-15,1e-04,-0.6834,-0.144,-0.0269,0.1672,0.096
"11778",2013-10-16,1e-04,1.2781,-0.2124,-0.2621,-0.2869,-0.1883
"11779",2013-10-17,1e-04,0.7756,0.1046,0.1136,-0.1319,-0.5639
"11780",2013-10-18,1e-04,0.6936,0.1922,-0.662,-0.2874,0.1211
"11781",2013-10-21,1e-04,0.0152,-0.1233,0.1425,0.2298,-0.1269
"11782",2013-10-22,1e-04,0.5532,-0.4082,0.3194,-0.2394,0.0322
"11783",2013-10-23,1e-04,-0.5301,0.2261,0.3129,0.6054,-0.1792
"11784",2013-10-24,1e-04,0.4039,0.3018,-0.1403,0.1762,-0.38
"11785",2013-10-25,1e-04,0.3135,-0.4956,-0.1234,-0.4628,0.3561
"11786",2013-10-28,1e-04,0.0362,-0.0759,0.237,0.2611,0.2981
"11787",2013-10-29,1e-04,0.4433,-0.2074,0.2608,9e-04,0.0717
"11788",2013-10-30,1e-04,-0.5656,-0.7559,0.1881,0.3351,0.2599
"11789",2013-10-31,1e-04,-0.353,-0.1787,0.2609,-0.0317,0.5183
"11790",2013-11-01,2e-04,0.1406,-0.5616,0.4721,0.0837,-0.238
"11791",2013-11-04,2e-04,0.4334,0.7797,-0.081,-0.0048,-0.1139
"11792",2013-11-05,2e-04,-0.3005,-0.0903,0.1111,0.3681,0.3318
"11793",2013-11-06,2e-04,0.3023,-0.7596,0.0839,0.5222,0.5565
"11794",2013-11-07,2e-04,-1.3889,-0.2492,0.0855,0.1467,0.1286
"11795",2013-11-08,2e-04,1.2338,0.7283,-0.1365,-0.0697,-0.0508
"11796",2013-11-11,2e-04,0.0987,0.1671,0.0189,-0.071,-0.0077
"11797",2013-11-12,2e-04,-0.2249,0.2534,0.4116,0.4273,0.3223
"11798",2013-11-13,2e-04,0.8522,0.0851,-0.0944,0.0017,-0.1743
"11799",2013-11-14,2e-04,0.4563,-0.5114,-0.071,-0.0295,-0.3322
"11800",2013-11-15,2e-04,0.4417,0.0718,-0.0877,-0.117,0.0153
"11801",2013-11-18,2e-04,-0.4645,-0.24,0.1673,0.4303,0.2832
"11802",2013-11-19,2e-04,-0.3364,-0.2077,-0.1178,-0.0037,0.2108
"11803",2013-11-20,2e-04,-0.3303,0.4039,-0.0556,0.0344,0.198
"11804",2013-11-21,2e-04,0.8672,0.9278,-0.4209,-0.0394,0.0153
"11805",2013-11-22,2e-04,0.4571,-0.1112,0.0072,-0.1648,-0.1721
"11806",2013-11-25,2e-04,-0.1433,0.056,0.2166,0.0102,0.3853
"11807",2013-11-26,2e-04,0.1065,0.7714,-0.3675,0.0921,-0.2026
"11808",2013-11-27,2e-04,0.2739,0.2619,0.086,0.0646,-0.0088
"11809",2013-11-29,2e-04,0.0164,0.1569,-0.2038,-0.2069,-0.0106
"11810",2013-12-02,1e-04,-0.365,-0.9328,0.142,-0.2934,-0.1816
"11811",2013-12-03,1e-04,-0.3717,-0.2132,0.1693,0.057,0.0619
"11812",2013-12-04,1e-04,-0.0953,-0.1299,-0.2269,0.0607,0.0048
"11813",2013-12-05,1e-04,-0.3517,0.4419,-0.3701,0.2302,-0.1032
"11814",2013-12-06,1e-04,0.9676,-0.1615,0.3468,0.5816,0.0121
"11815",2013-12-09,1e-04,0.1862,-0.2825,0.0098,0.2171,-0.1843
"11816",2013-12-10,1e-04,-0.2816,-0.5627,0.1277,-0.3024,-0.1701
"11817",2013-12-11,1e-04,-1.2065,-0.2753,0.2205,0.5566,0.2669
"11818",2013-12-12,1e-04,-0.2552,0.4544,-0.114,-0.0611,-0.4067
"11819",2013-12-13,1e-04,0.1276,0.2153,0.1997,-0.3168,-0.4637
"11820",2013-12-16,1e-04,0.6435,0.6036,0.0609,0.1279,0.0673
"11821",2013-12-17,1e-04,-0.2336,0.0226,-0.0171,-0.2159,-0.0431
"11822",2013-12-18,1e-04,1.449,-0.228,0.0728,0.262,0.376
"11823",2013-12-19,1e-04,-0.1019,-0.4714,0.0923,-0.2146,-0.1806
"11824",2013-12-20,1e-04,0.6902,1.2025,-0.349,-0.3257,-0.0991
"11825",2013-12-23,1e-04,0.6235,0.3868,-0.0571,-0.1814,-0.0884
"11826",2013-12-24,1e-04,0.3464,0.0696,0.1925,-0.1706,-0.282
"11827",2013-12-26,1e-04,0.4001,-0.3508,0.0576,0.1272,-0.0698
"11828",2013-12-27,1e-04,-0.0067,2e-04,0.1772,-0.172,-0.104
"11829",2013-12-30,1e-04,0.0273,0.0623,0.193,0.1112,-0.0218
"11830",2013-12-31,1e-04,0.4259,-0.2185,-0.2013,-0.2702,-0.0881
"11831",2014-01-02,1e-04,-0.8762,-0.1949,0.1959,-0.2136,-0.1912
"11832",2014-01-03,1e-04,0.0489,0.6481,0.1239,0.1681,-0.0434
"11833",2014-01-06,1e-04,-0.3358,-0.4548,0.1209,-0.2681,0.0651
"11834",2014-01-07,1e-04,0.6079,0.257,-0.2628,-0.1371,0.2564
"11835",2014-01-08,1e-04,0.0164,-0.0765,0.0756,-0.4446,0.0312
"11836",2014-01-09,1e-04,0.0119,0.026,-0.0685,0.0784,-0.2766
"11837",2014-01-10,1e-04,0.358,0.2203,-0.0775,-0.0531,0.1611
"11838",2014-01-13,1e-04,-1.1633,0.0268,0.338,-0.0875,-0.0556
"11839",2014-01-14,1e-04,1.0256,0.0946,-0.5475,-0.2678,0.2978
"11840",2014-01-15,1e-04,0.5067,0.3293,0.1405,-0.0782,0.0169
"11841",2014-01-16,1e-04,-0.026,0.2004,-0.3344,-0.1543,-0.2663
"11842",2014-01-17,1e-04,-0.3463,-0.1038,-2e-04,-0.2303,0.1773
"11843",2014-01-21,1e-04,0.3357,0.1159,-0.1337,-0.3542,0.1893
"11844",2014-01-22,1e-04,0.1468,0.346,-0.2178,0.0138,-0.1704
"11845",2014-01-23,1e-04,-0.8157,-0.0167,-0.0413,-0.0241,-0.0332
"11846",2014-01-24,1e-04,-2.1124,-0.5407,-0.0737,-0.0825,0.329
"11847",2014-01-27,1e-04,-0.6652,-0.8306,0.4499,0.2485,0.0322
"11848",2014-01-28,1e-04,0.7289,0.2243,0.0205,-0.6057,-0.4736
"11849",2014-01-29,1e-04,-0.9935,-0.293,0.2273,-0.1541,0.1823
"11850",2014-01-30,1e-04,1.1505,0.2152,-0.4708,-0.5214,-0.036
"11851",2014-01-31,1e-04,-0.5798,0.1427,0.1892,0.7735,0.165
"11852",2014-02-03,2e-04,-2.3188,-0.818,-0.0854,-0.019,0.2985
"11853",2014-02-04,2e-04,0.7613,-0.1161,0.0653,-0.0279,-0.1015
"11854",2014-02-05,2e-04,-0.1944,-0.4688,0.1835,0.3302,0.2206
"11855",2014-02-06,2e-04,1.1905,-0.2607,-0.0973,0.215,-0.0779
"11856",2014-02-07,2e-04,1.261,-0.3796,-0.3735,-0.4215,0.1806
"11857",2014-02-10,2e-04,0.1553,-0.1144,-0.1901,-0.5399,0.1258
"11858",2014-02-11,2e-04,1.061,-0.1679,0.2406,0.1013,-0.0314
"11859",2014-02-12,2e-04,0.1161,0.3281,0.0743,0.133,0.1815
"11860",2014-02-13,2e-04,0.6956,0.7125,-0.3192,-0.2449,-0.1902
"11861",2014-02-14,2e-04,0.4117,-0.3715,0.2623,-0.0729,-0.0602
"11862",2014-02-18,2e-04,0.3178,0.6572,-0.2538,-0.9047,-0.1021
"11863",2014-02-19,2e-04,-0.6852,-0.2159,0.1196,0.2044,0.1899
"11864",2014-02-20,2e-04,0.6446,0.4398,-0.418,-0.3226,0.1747
"11865",2014-02-21,2e-04,-0.0819,0.294,0.0772,-0.0891,-0.093
"11866",2014-02-24,2e-04,0.6179,0.2866,-0.0757,-0.2486,4e-04
"11867",2014-02-25,2e-04,-0.1271,-0.1407,-0.1088,-0.3952,-0.3619
"11868",2014-02-26,2e-04,0.1037,0.6118,0.1309,0.3982,0.1602
"11869",2014-02-27,2e-04,0.4878,0.0147,-0.0059,-0.1722,-0.3412
"11870",2014-02-28,2e-04,0.1664,-0.5107,0.1462,0.6338,-0.1816
"11871",2014-03-03,1e-04,-0.663,0.0716,0.1104,0.0943,-0.1384
"11872",2014-03-04,1e-04,1.5436,1.1522,-0.2048,-0.0788,-0.1448
"11873",2014-03-05,1e-04,0.0358,0.1674,0.0151,0.0321,-0.063
"11874",2014-03-06,1e-04,0.172,-0.0962,0.3576,0.4427,0.0643
"11875",2014-03-07,1e-04,-0.0797,0.054,0.4127,0.1577,0.167
"11876",2014-03-10,1e-04,-0.1256,2e-04,0.0158,0.0917,0.3398
"11877",2014-03-11,1e-04,-0.5529,-0.6386,0.0351,0.2023,0.2028
"11878",2014-03-12,1e-04,0.1294,0.1945,-0.402,-0.4103,0.1483
"11879",2014-03-13,1e-04,-1.1135,-0.235,0.2096,-0.0934,-0.0129
"11880",2014-03-14,1e-04,-0.1382,0.4863,0.0402,-0.2212,0.0448
"11881",2014-03-17,1e-04,0.8278,-0.1394,-0.0085,0.3375,0.2315
